Machine Vulnerabilities Export,01 May 2024 07:59 AM +00:00
Name,Severity,CVSS v3,Epss score,Age (days),Published,First detected,Updated,Has Exploit,Has Known Threats,Has Associated Alerts,Related Software,Description
CVE-2023-28307,Medium,6.6,,386,"11 Apr, 2023","27 Feb, 2024","19 Apr, 2023",False,False,False,microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows DNS Server is vulnerable to remote code execution. An attacker can exploit a flaw in the DNS Server component to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the system, potentially gaining full control over the affected Windows DNS Server. Remediation: Upgrade to the latest version of Windows DNS Server. Generated by AI"
CVE-2023-36705,High,7.8,,169,"14 Nov, 2023","27 Feb, 2024","15 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Windows Installer component of Microsoft Windows that could allow a local authenticated attacker to gain elevated privileges on the system. By executing a specially crafted program, the attacker could exploit this vulnerability to obtain SYSTEM privileges. Impact: If this vulnerability is exploited, an attacker with local authenticated access to the system could gain elevated privileges, potentially allowing them to perform unauthorized actions, access sensitive information, or install malicious software. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-6204,Medium,6.5,,162,"21 Nov, 2023","29 Feb, 2024","09 Jan, 2024",False,False,False,oracle:thunderbird;oracle:firefox;ubuntu:firefox;ubuntu:thunderbird;ubuntu:xul;mozilla:firefox;mozilla:firefox_esr;mozilla:thunderbird;red_hat:thunderbird;red_hat:firefox;red_hat:firefox-x11;debian:firefox-esr;debian:thunderbird;suse:mozillathunderbird;suse:mozillathunderbird-translations-common;suse:mozillathunderbird-translations-other;suse:mozillafirefox;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other;suse:mozillafirefox-branding-upstream;amazon:thunderbird;amazon:thunderbird-debuginfo,"Summary: Multiple vulnerabilities have been discovered in Mozilla Firefox and Thunderbird. These vulnerabilities include out-of-bounds memory access, use-after-free, clickjacking permission prompts, and memory safety bugs. Exploiting these vulnerabilities could lead to sensitive information disclosure, denial of service, and potential execution of arbitrary code. The affected versions include Firefox versions prior to 120, Firefox ESR versions prior to 115.5.0, and Thunderbird versions prior to 115.5. Impact: If these vulnerabilities are exploited, an attacker could potentially leak memory data, obtain sensitive information, cause a denial of service, or execute arbitrary code on the affected systems. Remediation: Upgrade to Firefox version 120 or later, Firefox ESR version 115.5.0 or later, and Thunderbird version 115.5.0 or later. Generated by AI"
CVE-2022-38028,High,7.8,,568,"11 Oct, 2022","27 Feb, 2024","24 Apr, 2024",True,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Print Spooler component in Microsoft Windows is vulnerable to an elevation of privilege attack. An authenticated attacker can exploit this vulnerability to gain elevated privileges on the system. Impact: If successfully exploited, an attacker with authenticated access to the system can gain SYSTEM privileges, allowing them to execute arbitrary code, install programs, view, change, or delete data, and create new accounts with full user rights. Remediation: Upgrade to the latest version of Microsoft Windows. Apply the necessary security patches provided by Microsoft to mitigate this vulnerability. Generated by AI"
CVE-2022-21476,High,7.5,,743,"19 Apr, 2022","29 Feb, 2024","26 Apr, 2024",False,False,False,oracle:java;ubuntu:openjdk;oracle:graalvm;netapp:active_iq_unified_manager;netapp:cloud_insights_acquisition_unit;netapp:cloud_secure_agent;netapp:e-series_santricity_os_controller;netapp:e-series_santricity_storage_manager;netapp:e-series_santricity_web_services;netapp:element_software;netapp:hci_management_node;netapp:oncommand_insight;netapp:santricity_unified_manager;netapp:solidfire;netapp:bootstrap_os;azul:zulu;oracle:openjdk;oracle:jdk;oracle:jre;centos:java-11-openjdk;centos:java-11-openjdk-demo;centos:java-11-openjdk-devel;centos:java-11-openjdk-headless;centos:java-11-openjdk-javadoc;centos:java-11-openjdk-javadoc-zip;centos:java-11-openjdk-jmods;centos:java-11-openjdk-src;centos:java-11-openjdk-static-libs;centos:java-1.8.0-openjdk;centos:java-1.8.0-openjdk-accessibility;centos:java-1.8.0-openjdk-demo;centos:java-1.8.0-openjdk-devel;centos:java-1.8.0-openjdk-headless;centos:java-1.8.0-openjdk-javadoc;centos:java-1.8.0-openjdk-javadoc-zip;centos:java-1.8.0-openjdk-src;red_hat:java-11-openjdk;red_hat:java-11-openjdk-demo;red_hat:java-11-openjdk-demo-fastdebug;red_hat:java-11-openjdk-demo-slowdebug;red_hat:java-11-openjdk-devel;red_hat:java-11-openjdk-devel-fastdebug;red_hat:java-11-openjdk-devel-slowdebug;red_hat:java-11-openjdk-fastdebug;red_hat:java-11-openjdk-headless;red_hat:java-11-openjdk-headless-fastdebug;red_hat:java-11-openjdk-headless-slowdebug;red_hat:java-11-openjdk-javadoc;red_hat:java-11-openjdk-javadoc-zip;red_hat:java-11-openjdk-jmods;red_hat:java-11-openjdk-jmods-fastdebug;red_hat:java-11-openjdk-jmods-slowdebug;red_hat:java-11-openjdk-slowdebug;red_hat:java-11-openjdk-src;red_hat:java-11-openjdk-src-fastdebug;red_hat:java-11-openjdk-src-slowdebug;red_hat:java-11-openjdk-static-libs;red_hat:java-11-openjdk-static-libs-fastdebug;red_hat:java-11-openjdk-static-libs-slowdebug;red_hat:java-17-openjdk;red_hat:java-17-openjdk-demo;red_hat:java-17-openjdk-demo-fastdebug;red_hat:java-17-openjdk-demo-slowdebug;red_hat:java-17-openjdk-devel;red_hat:java-17-openjdk-devel-fastdebug;red_hat:java-17-openjdk-devel-slowdebug;red_hat:java-17-openjdk-fastdebug;red_hat:java-17-openjdk-headless;red_hat:java-17-openjdk-headless-fastdebug;red_hat:java-17-openjdk-headless-slowdebug;red_hat:java-17-openjdk-javadoc;red_hat:java-17-openjdk-javadoc-zip;red_hat:java-17-openjdk-jmods;red_hat:java-17-openjdk-jmods-fastdebug;red_hat:java-17-openjdk-jmods-slowdebug;red_hat:java-17-openjdk-slowdebug;red_hat:java-17-openjdk-src;red_hat:java-17-openjdk-src-fastdebug;red_hat:java-17-openjdk-src-slowdebug;red_hat:java-17-openjdk-static-libs;red_hat:java-17-openjdk-static-libs-fastdebug;red_hat:java-17-openjdk-static-libs-slowdebug;red_hat:java-1.8.0-openjdk;red_hat:java-1.8.0-openjdk-demo;red_hat:java-1.8.0-openjdk-demo-fastdebug;red_hat:java-1.8.0-openjdk-demo-slowdebug;red_hat:java-1.8.0-openjdk-devel;red_hat:java-1.8.0-openjdk-devel-fastdebug;red_hat:java-1.8.0-openjdk-devel-slowdebug;red_hat:java-1.8.0-openjdk-fastdebug;red_hat:java-1.8.0-openjdk-headless;red_hat:java-1.8.0-openjdk-headless-fastdebug;red_hat:java-1.8.0-openjdk-headless-slowdebug;red_hat:java-1.8.0-openjdk-javadoc;red_hat:java-1.8.0-openjdk-javadoc-zip;red_hat:java-1.8.0-openjdk-slowdebug;red_hat:java-1.8.0-openjdk-src;red_hat:java-1.8.0-openjdk-src-fastdebug;red_hat:java-1.8.0-openjdk-src-slowdebug;red_hat:java-1.8.0-openjdk-accessibility;red_hat:java-1.8.0-openjdk-accessibility-fastdebug;red_hat:java-1.8.0-openjdk-accessibility-slowdebug;debian:openjdk-17;debian:openjdk-11;debian:openjdk-8;suse:java-11-openjdk;suse:java-11-openjdk-demo;suse:java-11-openjdk-devel;suse:java-11-openjdk-headless;suse:java-1_8_0-ibm;suse:java-1_8_0-ibm-alsa;suse:java-1_8_0-ibm-devel;suse:java-1_8_0-ibm-plugin;suse:java-1_8_0-openjdk;suse:java-1_8_0-openjdk-demo;suse:java-1_8_0-openjdk-devel;suse:java-1_8_0-openjdk-headless;suse:java-11-openjdk-javadoc;suse:java-11-openjdk-jmods;suse:java-17-openjdk;suse:java-17-openjdk-demo;suse:java-17-openjdk-devel;suse:java-17-openjdk-headless;suse:java-1_7_1-ibm;suse:java-1_7_1-ibm-alsa;suse:java-1_7_1-ibm-devel;suse:java-1_7_1-ibm-jdbc;suse:java-1_7_1-ibm-plugin;suse:java-11-openjdk-accessibility;suse:java-11-openjdk-src;suse:java-13-openjdk;suse:java-13-openjdk-accessibility;suse:java-13-openjdk-demo;suse:java-13-openjdk-devel;suse:java-13-openjdk-headless;suse:java-13-openjdk-javadoc;suse:java-13-openjdk-jmods;suse:java-13-openjdk-src;suse:java-15-openjdk;suse:java-15-openjdk-accessibility;suse:java-15-openjdk-demo;suse:java-15-openjdk-devel;suse:java-15-openjdk-headless;suse:java-15-openjdk-javadoc;suse:java-15-openjdk-jmods;suse:java-15-openjdk-src;suse:java-17-openjdk-accessibility;suse:java-17-openjdk-javadoc;suse:java-17-openjdk-jmods;suse:java-17-openjdk-src;suse:java-1_8_0-openjdk-accessibility;suse:java-1_8_0-openjdk-javadoc;suse:java-1_8_0-openjdk-src;suse:java-1_8_0-ibm-32bit;suse:java-1_8_0-ibm-demo;suse:java-1_8_0-ibm-devel-32bit;suse:java-1_8_0-ibm-src;suse:java-1_8_0-openj9;suse:java-1_8_0-openj9-accessibility;suse:java-1_8_0-openj9-demo;suse:java-1_8_0-openj9-devel;suse:java-1_8_0-openj9-headless;suse:java-1_8_0-openj9-javadoc;suse:java-1_8_0-openj9-src;amazon:java-11-amazon-corretto;amazon:java-11-amazon-corretto-headless;amazon:java-11-amazon-corretto-javadoc;amazon:java-1.7.0-openjdk;amazon:java-1.7.0-openjdk-headless;amazon:java-1.7.0-openjdk-devel;amazon:java-1.7.0-openjdk-demo;amazon:java-1.7.0-openjdk-src;amazon:java-1.7.0-openjdk-javadoc;amazon:java-1.7.0-openjdk-accessibility;amazon:java-1.7.0-openjdk-debuginfo;amazon:java-1.8.0-openjdk-javadoc;amazon:java-1.8.0-openjdk-debuginfo;amazon:java-1.8.0-openjdk;amazon:java-1.8.0-openjdk-javadoc-zip;amazon:java-1.8.0-openjdk-src;amazon:java-1.8.0-openjdk-demo;amazon:java-1.8.0-openjdk-devel;amazon:java-1.8.0-openjdk-headless,"Summary: Multiple vulnerabilities have been discovered in Oracle Java SE and Oracle GraalVM Enterprise Edition. These vulnerabilities can be exploited by an unauthenticated attacker with network access, potentially leading to unauthorized access to critical data or complete access to all accessible data. The vulnerabilities affect various versions of Oracle Java SE and Oracle GraalVM Enterprise Edition. The impacted components include Libraries, JNDI, and JAXP. The vulnerabilities can be exploited through multiple protocols and APIs, and they primarily affect Java deployments running sandboxed Java Web Start applications or sandboxed Java applets. The impact of the vulnerabilities ranges from confidentiality impacts to integrity impacts and partial denial of service. It is recommended to upgrade to the specified versions to mitigate these vulnerabilities. Impact: The vulnerabilities can result in unauthorized access to critical data or complete access to all accessible data. They can also lead to unauthorized updates, inserts, or deletes of data. Additionally, there is a potential for partial denial of service. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2024-21439,High,7.0,,51,"11 Mar, 2024","12 Mar, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A vulnerability has been discovered in the Telephony Server component of Microsoft Windows, which could allow a local authenticated attacker to gain elevated privileges on the system. By exploiting a race condition, the attacker can execute arbitrary code in the context of the NT AUTHORITY\Network Service account. Impact: If successfully exploited, this vulnerability could allow an attacker with local access to the system to execute arbitrary code with elevated privileges. This could lead to unauthorized access, data theft, or further compromise of the affected system. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2024-20945,Medium,4.7,,107,"15 Jan, 2024","17 Apr, 2024","13 Mar, 2024",False,False,False,oracle:java;ubuntu:openjdk;oracle:graalvm;oracle:jdk;oracle:jre;centos:java-1.8.0-openjdk;centos:java-1.8.0-openjdk-accessibility;centos:java-1.8.0-openjdk-demo;centos:java-1.8.0-openjdk-devel;centos:java-1.8.0-openjdk-headless;centos:java-1.8.0-openjdk-javadoc;centos:java-1.8.0-openjdk-javadoc-zip;centos:java-1.8.0-openjdk-src;centos:java-11-openjdk;centos:java-11-openjdk-demo;centos:java-11-openjdk-devel;centos:java-11-openjdk-headless;centos:java-11-openjdk-javadoc;centos:java-11-openjdk-javadoc-zip;centos:java-11-openjdk-jmods;centos:java-11-openjdk-src;centos:java-11-openjdk-static-libs;red_hat:java-1.8.0-openjdk;red_hat:java-1.8.0-openjdk-demo;red_hat:java-1.8.0-openjdk-demo-fastdebug;red_hat:java-1.8.0-openjdk-demo-slowdebug;red_hat:java-1.8.0-openjdk-devel;red_hat:java-1.8.0-openjdk-devel-fastdebug;red_hat:java-1.8.0-openjdk-devel-slowdebug;red_hat:java-1.8.0-openjdk-fastdebug;red_hat:java-1.8.0-openjdk-headless;red_hat:java-1.8.0-openjdk-headless-fastdebug;red_hat:java-1.8.0-openjdk-headless-slowdebug;red_hat:java-1.8.0-openjdk-javadoc;red_hat:java-1.8.0-openjdk-javadoc-zip;red_hat:java-1.8.0-openjdk-slowdebug;red_hat:java-1.8.0-openjdk-src;red_hat:java-1.8.0-openjdk-src-fastdebug;red_hat:java-1.8.0-openjdk-src-slowdebug;red_hat:java-11-openjdk;red_hat:java-11-openjdk-demo;red_hat:java-11-openjdk-demo-fastdebug;red_hat:java-11-openjdk-demo-slowdebug;red_hat:java-11-openjdk-devel;red_hat:java-11-openjdk-devel-fastdebug;red_hat:java-11-openjdk-devel-slowdebug;red_hat:java-11-openjdk-fastdebug;red_hat:java-11-openjdk-headless;red_hat:java-11-openjdk-headless-fastdebug;red_hat:java-11-openjdk-headless-slowdebug;red_hat:java-11-openjdk-javadoc;red_hat:java-11-openjdk-javadoc-zip;red_hat:java-11-openjdk-jmods;red_hat:java-11-openjdk-jmods-fastdebug;red_hat:java-11-openjdk-jmods-slowdebug;red_hat:java-11-openjdk-slowdebug;red_hat:java-11-openjdk-src;red_hat:java-11-openjdk-src-fastdebug;red_hat:java-11-openjdk-src-slowdebug;red_hat:java-11-openjdk-static-libs;red_hat:java-11-openjdk-static-libs-fastdebug;red_hat:java-11-openjdk-static-libs-slowdebug;red_hat:java-17-openjdk;red_hat:java-17-openjdk-demo;red_hat:java-17-openjdk-demo-fastdebug;red_hat:java-17-openjdk-demo-slowdebug;red_hat:java-17-openjdk-devel;red_hat:java-17-openjdk-devel-fastdebug;red_hat:java-17-openjdk-devel-slowdebug;red_hat:java-17-openjdk-fastdebug;red_hat:java-17-openjdk-headless;red_hat:java-17-openjdk-headless-fastdebug;red_hat:java-17-openjdk-headless-slowdebug;red_hat:java-17-openjdk-javadoc;red_hat:java-17-openjdk-javadoc-zip;red_hat:java-17-openjdk-jmods;red_hat:java-17-openjdk-jmods-fastdebug;red_hat:java-17-openjdk-jmods-slowdebug;red_hat:java-17-openjdk-slowdebug;red_hat:java-17-openjdk-src;red_hat:java-17-openjdk-src-fastdebug;red_hat:java-17-openjdk-src-slowdebug;red_hat:java-17-openjdk-static-libs;red_hat:java-17-openjdk-static-libs-fastdebug;red_hat:java-17-openjdk-static-libs-slowdebug;red_hat:java-21-openjdk;red_hat:java-21-openjdk-demo;red_hat:java-21-openjdk-demo-fastdebug;red_hat:java-21-openjdk-demo-slowdebug;red_hat:java-21-openjdk-devel;red_hat:java-21-openjdk-devel-fastdebug;red_hat:java-21-openjdk-devel-slowdebug;red_hat:java-21-openjdk-fastdebug;red_hat:java-21-openjdk-headless;red_hat:java-21-openjdk-headless-fastdebug;red_hat:java-21-openjdk-headless-slowdebug;red_hat:java-21-openjdk-javadoc;red_hat:java-21-openjdk-javadoc-zip;red_hat:java-21-openjdk-jmods;red_hat:java-21-openjdk-jmods-fastdebug;red_hat:java-21-openjdk-jmods-slowdebug;red_hat:java-21-openjdk-slowdebug;red_hat:java-21-openjdk-src;red_hat:java-21-openjdk-src-fastdebug;red_hat:java-21-openjdk-src-slowdebug;red_hat:java-21-openjdk-static-libs;red_hat:java-21-openjdk-static-libs-fastdebug;red_hat:java-21-openjdk-static-libs-slowdebug;red_hat:java-1.8.0-openjdk-accessibility;red_hat:java-1.8.0-openjdk-accessibility-fastdebug;red_hat:java-1.8.0-openjdk-accessibility-slowdebug;debian:openjdk-17;debian:openjdk-11;suse:java-11-openjdk;suse:java-11-openjdk-demo;suse:java-11-openjdk-devel;suse:java-11-openjdk-headless;suse:java-17-openjdk;suse:java-17-openjdk-demo;suse:java-17-openjdk-devel;suse:java-17-openjdk-headless;suse:java-1_8_0-ibm;suse:java-1_8_0-ibm-alsa;suse:java-1_8_0-ibm-devel;suse:java-1_8_0-ibm-plugin;suse:java-1_8_0-openjdk;suse:java-1_8_0-openjdk-demo;suse:java-1_8_0-openjdk-devel;suse:java-1_8_0-openjdk-headless;suse:java-11-openjdk-javadoc;suse:java-11-openj9;suse:java-11-openj9-demo;suse:java-11-openj9-devel;suse:java-11-openj9-headless;suse:java-11-openj9-javadoc;suse:java-11-openj9-jmods;suse:java-11-openj9-src;suse:java-11-openjdk-jmods;suse:java-11-openjdk-src;suse:java-17-openj9;suse:java-17-openj9-demo;suse:java-17-openj9-devel;suse:java-17-openj9-headless;suse:java-17-openj9-javadoc;suse:java-17-openj9-jmods;suse:java-17-openj9-src;suse:java-17-openjdk-javadoc;suse:java-17-openjdk-jmods;suse:java-17-openjdk-src;suse:java-1_8_0-openj9;suse:java-1_8_0-openj9-accessibility;suse:java-1_8_0-openj9-demo;suse:java-1_8_0-openj9-devel;suse:java-1_8_0-openj9-headless;suse:java-1_8_0-openj9-javadoc;suse:java-1_8_0-openj9-src;suse:java-1_8_0-openjdk-accessibility;suse:java-1_8_0-openjdk-javadoc;suse:java-1_8_0-openjdk-src;suse:java-21-openjdk;suse:java-21-openjdk-demo;suse:java-21-openjdk-devel;suse:java-21-openjdk-headless;suse:java-21-openjdk-javadoc;suse:java-21-openjdk-jmods;suse:java-21-openjdk-src;suse:java-1_8_0-ibm-32bit;suse:java-1_8_0-ibm-demo;suse:java-1_8_0-ibm-devel-32bit;suse:java-1_8_0-ibm-src;amazon:java-11-amazon-corretto;amazon:java-11-amazon-corretto-headless;amazon:java-11-amazon-corretto-javadoc;amazon:java-17-amazon-corretto;amazon:java-17-amazon-corretto-devel;amazon:java-17-amazon-corretto-headless;amazon:java-17-amazon-corretto-javadoc;amazon:java-17-amazon-corretto-jmods;amazon:java-1.8.0-openjdk;amazon:java-1.8.0-openjdk-debug;amazon:java-1.8.0-openjdk-headless;amazon:java-1.8.0-openjdk-headless-debug;amazon:java-1.8.0-openjdk-devel;amazon:java-1.8.0-openjdk-devel-debug;amazon:java-1.8.0-openjdk-demo;amazon:java-1.8.0-openjdk-demo-debug;amazon:java-1.8.0-openjdk-src;amazon:java-1.8.0-openjdk-src-debug;amazon:java-1.8.0-openjdk-javadoc;amazon:java-1.8.0-openjdk-javadoc-zip;amazon:java-1.8.0-openjdk-javadoc-debug;amazon:java-1.8.0-openjdk-javadoc-zip-debug;amazon:java-1.8.0-openjdk-accessibility;amazon:java-1.8.0-openjdk-accessibility-debug;amazon:java-1.8.0-openjdk-debuginfo;azul:zulu,"Summary: Multiple vulnerabilities have been discovered in Oracle Java SE, Oracle GraalVM for JDK, and Oracle GraalVM Enterprise Edition. These vulnerabilities could allow attackers to compromise the affected systems and gain unauthorized access to critical data or execute arbitrary code. The vulnerabilities affect various versions of Oracle Java SE, Oracle GraalVM for JDK, and Oracle GraalVM Enterprise Edition, and can be exploited through APIs or by running untrusted code in sandboxed Java applications or applets. The impact of these vulnerabilities ranges from high confidentiality and integrity impacts to unauthorized creation, deletion, or modification of critical data. Specific CVEs include CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20925, CVE-2024-20922, CVE-2024-20923, CVE-2024-20926, CVE-2024-20945, and CVE-2024-20952. Impact: Successful exploitation of these vulnerabilities can result in unauthorized access to critical data, complete access to all accessible data, execution of arbitrary code, bypassing of Java sandbox restrictions, and leakage of sensitive information. The impact includes high confidentiality and integrity impacts, as well as unauthorized creation, deletion, or modification of critical data. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: These vulnerabilities have been assigned CVSS scores and vectors. It is recommended to refer to the respective CVE pages for more details, including acknowledgments and related information. Security updates and package versions are available for various operating systems, including Ubuntu and Amazon Linux 2, to address these vulnerabilities. Generated by AI"
CVE-2022-38032,Medium,6.6,,568,"11 Oct, 2022","27 Feb, 2024","20 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Portable Device Enumerator Service in Microsoft Windows is vulnerable to a security feature bypass. This vulnerability allows a local authenticated attacker to bypass security restrictions by attaching a USB storage device to the affected machine, thereby bypassing the Group policy. Impact: If exploited, this vulnerability could allow an attacker to bypass security restrictions and potentially gain unauthorized access to sensitive information or perform malicious actions on the affected system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-21812,High,7.8,,442,"14 Feb, 2023","27 Feb, 2024","23 Feb, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Common Log File System Driver in Microsoft Windows is vulnerable to an elevation of privilege attack. An authenticated attacker can exploit this vulnerability to gain elevated privileges on the system. Impact: If successfully exploited, an attacker with authenticated access to the system can gain SYSTEM privileges, allowing them to perform unauthorized actions and potentially compromise the entire system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-21525,Medium,5.3,,477,"10 Jan, 2023","27 Feb, 2024","27 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Remote Procedure Call (RPC) Runtime in Microsoft Windows is vulnerable to a denial of service (DoS) attack. This flaw allows a remote attacker to exploit the vulnerability and cause a DoS condition on the affected system. Impact: If successfully exploited, this vulnerability could result in a denial of service condition, causing the affected system to become unresponsive or crash. This could lead to disruption of services, loss of productivity, and potential financial losses. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the Remote Procedure Call Runtime vulnerability. It is recommended to apply the latest security patches and updates provided by Microsoft to mitigate this vulnerability. Generated by AI"
CVE-2022-37965,Medium,5.9,,568,"11 Oct, 2022","27 Feb, 2024","20 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Point-to-Point Tunneling Protocol (PPTP) in Microsoft Windows is vulnerable to a denial of service (DoS) attack. This vulnerability is caused by a flaw in the PPTP implementation, which can be exploited by an attacker to cause a DoS condition by winning a race condition. Impact: If exploited, this vulnerability could result in a denial of service, causing the affected system to become unresponsive or crash. This could lead to disruption of services and loss of productivity. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-28921,Medium,6.7,,22,"09 Apr, 2024","09 Apr, 2024","10 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,Secure Boot Security Feature Bypass Vulnerability
