"CVE ID","Component","Version","Attack Vector","CVSS Score","CVSS Version","CWE ID","CWE Name","Impact Score","Number of Known Exploits","Number of Known Attacks","Status","CVE Resolution","What is this vulnerability"
"CVE-2019-9948","python","2.7.16","NETWORK","9.10","3.1","CWE-22","7PK - Security Features","Medium","1","0","TO FIX","NA","urllib in Python 2.x through 2.7.16 supports the local_file: scheme, which makes it easier for remote attackers to bypass protection mechanisms that blacklist file: URIs, as demonstrated by triggering a urllib.urlopen('local_file:///etc/passwd') call."
"CVE-2020-8492","python","2.7.16","NETWORK","6.50","3.1","CWE-400","Uncontrolled Resource Consumption","Medium","1","0","TO FIX","","Python 2.7 through 2.7.17, 3.5 through 3.5.9, 3.6 through 3.6.10, 3.7 through 3.7.6, and 3.8 through 3.8.1 allows an HTTP server to conduct Regular Expression Denial of Service (ReDoS) attacks against a client because of urllib.request.AbstractBasicAuthHandler catastrophic backtracking."
"CVE-2020-8492","python","3.7.3","NETWORK","6.50","3.1","CWE-400","Uncontrolled Resource Consumption","Medium","1","0","TO FIX","","Python 2.7 through 2.7.17, 3.5 through 3.5.9, 3.6 through 3.6.10, 3.7 through 3.7.6, and 3.8 through 3.8.1 allows an HTTP server to conduct Regular Expression Denial of Service (ReDoS) attacks against a client because of urllib.request.AbstractBasicAuthHandler catastrophic backtracking."
"CVE-2021-23336","python","2.7.16","NETWORK","5.90","3.1","CWE-444","","Low","1","0","TO FIX","NA","The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon (;), they can cause a difference in the interpretation of the request between the proxy (running with default configuration) and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter."
"CVE-2021-23336","python","3.7.3","NETWORK","5.90","3.1","CWE-444","","Low","1","0","TO FIX","NA","The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon (;), they can cause a difference in the interpretation of the request between the proxy (running with default configuration) and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter."
"CVE-2021-3426","python","2.7.16","ADJACENT_NETWORK","5.70","3.1","CWE-22","","Low","0","0","TO FIX","NA","There's a flaw in Python 3's pydoc. A local or adjacent attacker who discovers or is able to convince another local or adjacent user to start a pydoc server could access the server and use it to disclose sensitive information belonging to the other user that they would not normally be able to access. The highest risk of this flaw is to data confidentiality. This flaw affects Python versions before 3.8.9, Python versions before 3.9.3 and Python versions before 3.10.0a7."
"CVE-2021-3426","python","3.7.3","ADJACENT_NETWORK","5.70","3.1","CWE-22","","Low","0","0","TO FIX","NA","There's a flaw in Python 3's pydoc. A local or adjacent attacker who discovers or is able to convince another local or adjacent user to start a pydoc server could access the server and use it to disclose sensitive information belonging to the other user that they would not normally be able to access. The highest risk of this flaw is to data confidentiality. This flaw affects Python versions before 3.8.9, Python versions before 3.9.3 and Python versions before 3.10.0a7."
"CVE-2021-3733","python","2.7.16","NETWORK","6.50","3.1","CWE-400","","Low","0","0","TO FIX","NA","There's a flaw in urllib's AbstractBasicAuthHandler class. An attacker who controls a malicious HTTP server that an HTTP client (such as web browser) connects to, could trigger a Regular Expression Denial of Service (ReDOS) during an authentication request with a specially crafted payload that is sent by the server to the client. The greatest threat that this flaw poses is to application availability."
"CVE-2021-3733","python","3.7.3","NETWORK","6.50","3.1","CWE-400","","Low","0","0","TO FIX","NA","There's a flaw in urllib's AbstractBasicAuthHandler class. An attacker who controls a malicious HTTP server that an HTTP client (such as web browser) connects to, could trigger a Regular Expression Denial of Service (ReDOS) during an authentication request with a specially crafted payload that is sent by the server to the client. The greatest threat that this flaw poses is to application availability."
"CVE-2022-0391","python","2.7.16","NETWORK","7.50","3.1","CWE-74","","Medium","0","0","TO FIX","","A flaw was found in Python, specifically within the urllib.parse module. This module helps break Uniform Resource Locator (URL) strings into components. The issue involves how the urlparse method does not sanitize input and allows characters like '\r' and '\n' in the URL path. This flaw allows an attacker to input a crafted URL, leading to injection attacks. This flaw affects Python versions prior to 3.10.0b1, 3.9.5, 3.8.11, 3.7.11 and 3.6.14."
"CVE-2022-0391","python","3.7.3","NETWORK","7.50","3.1","CWE-74","","Medium","0","0","TO FIX","","A flaw was found in Python, specifically within the urllib.parse module. This module helps break Uniform Resource Locator (URL) strings into components. The issue involves how the urlparse method does not sanitize input and allows characters like '\r' and '\n' in the URL path. This flaw allows an attacker to input a crafted URL, leading to injection attacks. This flaw affects Python versions prior to 3.10.0b1, 3.9.5, 3.8.11, 3.7.11 and 3.6.14."
"CVE-2021-3177","python","3.7.3","NETWORK","9.80","3.1","CWE-120","","Medium","1","0","TO FIX","","Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely."
"CVE-2022-45061","python","2.7.16","NETWORK","7.50","3.1","CWE-400","","Medium","1","0","TO FIX","NA","An issue was discovered in Python before 3.11.1. An unnecessary quadratic algorithm exists in one path when processing some inputs to the IDNA (RFC 3490) decoder, such that a crafted, unreasonably long name being presented to the decoder could lead to a CPU denial of service. Hostnames are often supplied by remote servers that could be controlled by a malicious actor; in such a scenario, they could trigger excessive CPU consumption on the client attempting to make use of an attacker-supplied supposed hostname. For example, the attack payload could be placed in the Location header of an HTTP response with status code 302. A fix is planned in 3.11.1, 3.10.9, 3.9.16, 3.8.16, and 3.7.16."
"CVE-2022-45061","python","3.7.3","NETWORK","7.50","3.1","CWE-400","","Medium","1","0","TO FIX","NA","An issue was discovered in Python before 3.11.1. An unnecessary quadratic algorithm exists in one path when processing some inputs to the IDNA (RFC 3490) decoder, such that a crafted, unreasonably long name being presented to the decoder could lead to a CPU denial of service. Hostnames are often supplied by remote servers that could be controlled by a malicious actor; in such a scenario, they could trigger excessive CPU consumption on the client attempting to make use of an attacker-supplied supposed hostname. For example, the attack payload could be placed in the Location header of an HTTP response with status code 302. A fix is planned in 3.11.1, 3.10.9, 3.9.16, 3.8.16, and 3.7.16."
"CVE-2013-0340","python","3.7.3","NETWORK","6.80","2.0","CWE-611","Permissions, Privileges, and Access Controls","Low","0","0","TO FIX","NA","expat 2.1.0 and earlier does not properly handle entities expansion unless an application developer uses the XML_SetEntityDeclHandler function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.  NOTE: it could be argued that because expat already provides the ability to disable external entity expansion, the responsibility for resolving this issue lies with application developers; according to this argument, this entry should be REJECTed, and each affected application would need its own CVE."
"CVE-2016-3189","python","3.7.3","NETWORK","6.50","3.1","CWE-Other","Not assigned - weakness type is not covered by NVD used subset. For more information see NVD categories.","Low","0","0","TO FIX","NA","Use-after-free vulnerability in bzip2recover in bzip2 1.0.6 allows remote attackers to cause a denial of service (crash) via a crafted bzip2 file, related to block ends set to before the start of the block."
"CVE-2018-25032","python","3.7.3","NETWORK","7.50","3.1","CWE-787","","High","0","0","TO FIX","","zlib before 1.2.12 allows memory corruption when deflating (i.e., when compressing) if the input has many distant matches."
"CVE-2019-12900","python","3.7.3","NETWORK","9.80","3.1","CWE-787","Out-of-bounds Write","Medium","0","0","TO FIX","","BZ2_decompress in decompress.c in bzip2 through 1.0.6 has an out-of-bounds write when there are many selectors."
"CVE-2019-20907","python","3.7.3","NETWORK","7.50","3.1","CWE-835","Loop with Unreachable Exit Condition ('Infinite Loop')","High","1","0","TO FIX","##### Development upgrade

Upgrade Python to 3.7.9","In Lib/tarfile.py in Python through 3.8.3, an attacker is able to craft a TAR archive leading to an infinite loop when opened by tarfile.open, because _proc_pax lacks header validation."
"CVE-2020-10735","python","3.7.3","NETWORK","7.50","3.1","CWE-704","","Medium","0","0","TO FIX","","A flaw was found in python. In algorithms with quadratic time complexity using non-binary bases, when using int(""text""), a system could take 50ms to parse an int string with 100,000 digits and 5s for 1,000,000 digits (float, decimal, int.from_bytes(), and int() for binary bases 2, 4, 8, 16, and 32 are not affected). The highest threat from this vulnerability is to system availability."
"CVE-2020-14422","python","3.7.3","NETWORK","5.90","3.1","CWE-400","Uncontrolled Resource Consumption","Low","0","0","TO FIX","NA","Lib/ipaddress.py in Python through 3.8.3 improperly computes hash values in the IPv4Interface and IPv6Interface classes, which might allow a remote attacker to cause a denial of service if an application is affected by the performance of a dictionary containing IPv4Interface or IPv6Interface objects, and this attacker can cause many dictionary entries to be created. This is fixed in: v3.5.10, v3.5.10rc1; v3.6.12; v3.7.9; v3.8.4, v3.8.4rc1, v3.8.5, v3.8.6, v3.8.6rc1; v3.9.0, v3.9.0b4, v3.9.0b5, v3.9.0rc1, v3.9.0rc2."
"CVE-2020-26116","python","3.7.3","NETWORK","7.20","3.1","CWE-116","","Medium","1","0","TO FIX","","http.client in Python 3.x before 3.5.10, 3.6.x before 3.6.12, 3.7.x before 3.7.9, and 3.8.x before 3.8.5 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of HTTPConnection.request."
"CVE-2020-27619","python","3.7.3","NETWORK","9.80","3.1","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","Medium","0","0","TO FIX","","In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP."
"CVE-2020-8315","python","3.7.3","LOCAL","5.50","3.1","CWE-20","Improper Input Validation","Low","0","0","TO FIX","NA","In Python (CPython) 3.6 through 3.6.10, 3.7 through 3.7.6, and 3.8 through 3.8.1, an insecure dependency load upon launch on Windows 7 may result in an attacker's copy of api-ms-win-core-path-l1-1-0.dll being loaded and used instead of the system's copy. Windows 8 and later are unaffected."
"CVE-2021-28861","python","3.7.3","NETWORK","7.40","3.1","CWE-601","","Low","0","0","TO FIX","","** DISPUTED ** Python 3.x through 3.10 has an open redirection vulnerability in lib/http/server.py due to no protection against multiple (/) at the beginning of URI path which may leads to information disclosure. NOTE: this is disputed by a third party because the http.server.html documentation page states ""Warning: http.server is not recommended for production. It only implements basic security checks."""
"CVE-2021-3737","python","3.7.3","NETWORK","7.50","3.1","CWE-835","","Medium","0","0","TO FIX","NA","A flaw was found in python. An improperly handled HTTP response in the HTTP client code of python may allow a remote attacker, who controls the HTTP server, to make the client script enter an infinite loop, consuming CPU time. The highest threat from this vulnerability is to system availability."
"CVE-2021-4189","python","3.7.3","NETWORK","5.30","3.1","CWE-252","","Low","0","0","TO FIX","NA","A flaw was found in Python, specifically in the FTP (File Transfer Protocol) client library in PASV (passive) mode. The issue is how the FTP client trusts the host from the PASV response by default. This flaw allows an attacker to set up a malicious FTP server that can trick FTP clients into connecting back to a given IP address and port. This vulnerability could lead to FTP client scanning ports, which otherwise would not have been possible."
"CVE-2014-1936","rc","1.2.8","NETWORK","7.50","3.1","CWE-20","Improper Input Validation","Medium","0","0","TO FIX","NA","rc before 1.7.1-5 insecurely creates temporary files."
"CVE-2018-7169","shadow","4.5","NETWORK","5.30","3.0","CWE-732","Incorrect Permission Assignment for Critical Resource","Low","1","0","TO FIX","NA","An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation."
"CVE-2019-16168","sqlite","3.27.2","NETWORK","6.50","3.1","CWE-369","Divide By Zero","Low","0","0","TO FIX","NA","In SQLite through 3.29.0, whereLoopAddBtreeIndex in sqlite3.c can crash a browser or other application because of missing validation of a sqlite_stat1 sz field, aka a ""severe division by zero in the query planner."""
"CVE-2019-19645","sqlite","3.27.2","LOCAL","5.50","3.1","CWE-674","Uncontrolled Recursion","Low","0","0","TO FIX","NA","alter.c in SQLite through 3.30.1 allows attackers to trigger infinite recursion via certain types of self-referential views in conjunction with ALTER TABLE statements."
"CVE-2019-19646","sqlite","3.27.2","NETWORK","9.80","3.1","CWE-754","Improper Check for Unusual or Exceptional Conditions","Medium","0","0","TO FIX","","pragma.c in SQLite through 3.30.1 mishandles NOT NULL in an integrity_check PRAGMA command in certain cases of generated columns."
"CVE-2019-8457","sqlite","3.27.2","NETWORK","9.80","3.1","CWE-125","Out-of-bounds Read","Medium","0","0","TO FIX","","SQLite3 from 3.6.0 to and including 3.27.2 is vulnerable to heap out-of-bound read in the rtreenode() function when handling invalid rtree tables."
"CVE-2019-9936","sqlite","3.27.2","NETWORK","7.50","3.0","CWE-125","Out-of-bounds Read","Medium","1","0","TO FIX","","In SQLite 3.27.2, running fts5 prefix queries inside a transaction could trigger a heap-based buffer over-read in fts5HashEntrySort in sqlite3.c, which may lead to an information leak. This is related to ext/fts5/fts5_hash.c."
"CVE-2019-9937","sqlite","3.27.2","NETWORK","7.50","3.0","CWE-476","NULL Pointer Dereference","Medium","1","0","TO FIX","","In SQLite 3.27.2, interleaving reads and writes in a single transaction with an fts5 virtual table will lead to a NULL Pointer Dereference in fts5ChunkIterate in sqlite3.c. This is related to ext/fts5/fts5_hash.c and ext/fts5/fts5_index.c."
"CVE-2020-11655","sqlite","3.27.2","NETWORK","7.50","3.1","CWE-665","Improper Input Validation","Medium","1","0","TO FIX","NA","SQLite through 3.31.1 allows attackers to cause a denial of service (segmentation fault) via a malformed window-function query because the AggInfo object's initialization is mishandled."
"CVE-2020-11656","sqlite","3.27.2","NETWORK","9.80","3.1","CWE-416","Use After Free","Medium","0","0","TO FIX","","In SQLite through 3.31.1, the ALTER TABLE implementation has a use-after-free, as demonstrated by an ORDER BY clause that belongs to a compound SELECT statement."
"CVE-2020-13434","sqlite","3.27.2","LOCAL","5.50","3.1","CWE-190","Integer Overflow or Wraparound","Low","1","0","TO FIX","NA","SQLite through 3.32.0 has an integer overflow in sqlite3_str_vappendf in printf.c."
"CVE-2020-13435","sqlite","3.27.2","LOCAL","5.50","3.1","CWE-476","NULL Pointer Dereference","Low","1","0","TO FIX","NA","SQLite through 3.32.0 has a segmentation fault in sqlite3ExprCodeTarget in expr.c."
"CVE-2020-13630","sqlite","3.27.2","LOCAL","7.00","3.1","CWE-416","Use After Free","Low","0","0","TO FIX","NA","ext/fts3/fts3.c in SQLite before 3.32.0 has a use-after-free in fts3EvalNextRow, related to the snippet feature."
"CVE-2020-13631","sqlite","3.27.2","LOCAL","5.50","3.1","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","Low","0","0","TO FIX","NA","SQLite before 3.32.0 allows a virtual table to be renamed to the name of one of its shadow tables, related to alter.c and build.c."
"CVE-2020-13632","sqlite","3.27.2","LOCAL","5.50","3.1","CWE-476","NULL Pointer Dereference","Low","0","0","TO FIX","NA","ext/fts3/fts3_snippet.c in SQLite before 3.32.0 has a NULL pointer dereference via a crafted matchinfo() query."
"CVE-2020-15358","sqlite","3.27.2","LOCAL","5.50","3.1","CWE-787","Out-of-bounds Write","Low","1","0","TO FIX","NA","In SQLite before 3.32.3, select.c mishandles query-flattener optimization, leading to a multiSelectOrderBy heap overflow because of misuse of transitive properties for constant propagation."
"CVE-2022-35737","sqlite","3.27.2","NETWORK","7.50","3.1","CWE-129","","Low","0","0","TO FIX","","SQLite 1.0.12 through 3.39.x before 3.39.2 sometimes allows an array-bounds overflow if billions of bytes are used in a string argument to a C API."
"CVE-2019-20386","systemd","241","PHYSICAL","2.40","3.1","CWE-401","Missing Release of Resource after Effective Lifetime","Low","0","0","TO FIX","NA","An issue was discovered in button_open in login/logind-button.c in systemd before 243. When executing the udevadm trigger command, a memory leak may occur."
"CVE-2019-3843","systemd","241","LOCAL","7.80","3.1","CWE-269","Permissions, Privileges, and Access Controls","Medium","0","0","TO FIX","","It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the UID/GID will be recycled."
"CVE-2019-3844","systemd","241","LOCAL","7.80","3.1","CWE-268","Permissions, Privileges, and Access Controls","Medium","0","0","TO FIX","","It was discovered that a systemd service that uses DynamicUser property can get new privileges through the execution of SUID binaries, which would allow to create binaries owned by the service transient group with the setgid bit set. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the GID will be recycled."
"CVE-2020-13776","systemd","241","LOCAL","6.70","3.1","CWE-269","Improper Input Validation","Medium","0","0","TO FIX","","systemd through v245 mishandles numerical usernames such as ones composed of decimal digits or 0x followed by hex digits, as demonstrated by use of root privileges when privileges of the 0x0 user account were intended. NOTE: this issue exists because of an incomplete fix for CVE-2017-1000082."
"CVE-2021-3997","systemd","241","LOCAL","5.50","3.1","CWE-674","","Low","0","0","TO FIX","NA","A flaw was found in systemd. An uncontrolled recursion in systemd-tmpfiles may lead to a denial of service at boot time when too many nested directories are created in /tmp."
"CVE-2022-3821","systemd","241","LOCAL","5.50","3.1","CWE-193","","Low","0","0","TO FIX","NA","An off-by-one Error issue was discovered in Systemd in format_timespan() function of time-util.c. An attacker could supply specific values for time and accuracy that leads to buffer overrun in format_timespan(), leading to a Denial of Service."
"CVE-2019-9923","tar","1.30","NETWORK","7.50","3.0","CWE-476","NULL Pointer Dereference","Medium","0","0","TO FIX","NA","pax_decode_header in sparse.c in GNU Tar before 1.32 had a NULL pointer dereference when parsing certain archives that have malformed extended headers."
"CVE-2021-20193","tar","1.30","LOCAL","5.50","3.1","CWE-401","","Low","0","0","TO FIX","NA","A flaw was found in the src/list.c of tar 1.33 and earlier. This flaw allows an attacker who can submit a crafted input file to tar to cause uncontrolled consumption of memory. The highest threat from this vulnerability is to system availability."
"CVE-2019-18934","unbound","1.9.0","NETWORK","7.30","3.1","CWE-78","Improper Input Validation","Low","1","0","TO FIX","NA","Unbound 1.6.4 through 1.9.4 contain a vulnerability in the ipsec module that can cause shell code execution after receiving a specially crafted answer. This issue can only be triggered if unbound was compiled with `--enable-ipsecmod` support, and ipsecmod is enabled and used in the configuration."
"CVE-2019-25031","unbound","1.9.0","NETWORK","5.90","3.1","CWE-74","","Low","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows configuration injection in create_unbound_ad_servers.sh upon a successful man-in-the-middle attack against a cleartext HTTP session. NOTE: The vendor does not consider this a vulnerability of the Unbound software. create_unbound_ad_servers.sh is a contributed script from the community that facilitates automatic configuration creation. It is not part of the Unbound installation."
"CVE-2019-25032","unbound","1.9.0","NETWORK","9.80","3.1","CWE-190","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an integer overflow in the regional allocator via regional_alloc. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25033","unbound","1.9.0","NETWORK","9.80","3.1","CWE-190","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an integer overflow in the regional allocator via the ALIGN_UP macro. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25034","unbound","1.9.0","NETWORK","9.80","3.1","CWE-190","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an integer overflow in sldns_str2wire_dname_buf_origin, leading to an out-of-bounds write. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25035","unbound","1.9.0","NETWORK","9.80","3.1","CWE-787","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an out-of-bounds write in sldns_bget_token_par. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2022-3204","unbound","1.9.0","NETWORK","7.50","3.1","CWE-400","","Medium","0","0","TO FIX","NA","A vulnerability named 'Non-Responsive Delegation Attack' (NRDelegation Attack) has been discovered in various DNS resolving software. The NRDelegation Attack works by having a malicious delegation with a considerable number of non responsive nameservers. The attack starts by querying a resolver for a record that relies on those unresponsive nameservers. The attack can cause a resolver to spend a lot of time/resources resolving records under a malicious delegation point where a considerable number of unresponsive NS records reside. It can trigger high CPU usage in some resolver implementations that continually look in the cache for resolved NS records in that delegation. This can lead to degraded performance and eventually denial of service in orchestrated attacks. Unbound does not suffer from high CPU usage, but resources are still needed for resolving the malicious delegation. Unbound will keep trying to resolve the record until hard limits are reached. Based on the nature of the attack and the replies, different limits could be reached. From version 1.16.3 on, Unbound introduces fixes for better performance when under load, by cutting opportunistic queries for nameserver discovery and DNSKEY prefetching and limiting the number of times a delegation point can issue a cache lookup for missing records."
"CVE-2021-4217","unzip","6.0","LOCAL","7.80","3.1","CWE-476","","Low","0","0","TO FIX","NA","A flaw was found in unzip. The vulnerability occurs due to improper handling of Unicode strings, which can lead to a null pointer dereference. This flaw allows an attacker to input a specially crafted zip file, leading to a crash or code execution."
"CVE-2021-37600","util-linux","2.33.1","LOCAL","5.50","3.1","CWE-190","","Low","1","0","TO FIX","","** DISPUTED ** An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments."
"CVE-2022-0563","util-linux","2.33.1","LOCAL","5.50","3.1","CWE-209","","Medium","0","0","TO FIX","","A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4."
"CVE-2021-31879","wget","1.20.1","NETWORK","6.10","3.1","CWE-601","","Low","0","0","TO FIX","NA","GNU Wget through 1.21.1 does not omit the Authorization header upon a redirect to a different origin, a related issue to CVE-2018-1000007."
"CVE-2019-25036","unbound","1.9.0","NETWORK","7.50","3.1","CWE-617","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an assertion failure and denial of service in synth_cname. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25037","unbound","1.9.0","NETWORK","7.50","3.1","CWE-617","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an assertion failure and denial of service in dname_pkt_copy via an invalid packet. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25038","unbound","1.9.0","NETWORK","9.80","3.1","CWE-190","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an integer overflow in a size calculation in dnscrypt/dnscrypt.c. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25039","unbound","1.9.0","NETWORK","9.80","3.1","CWE-190","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an integer overflow in a size calculation in respip/respip.c. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25040","unbound","1.9.0","NETWORK","7.50","3.1","CWE-835","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an infinite loop via a compressed name in dname_pkt_copy. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25041","unbound","1.9.0","NETWORK","7.50","3.1","CWE-617","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an assertion failure via a compressed name in dname_pkt_copy. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2019-25042","unbound","1.9.0","NETWORK","9.80","3.1","CWE-787","","Medium","0","0","TO FIX","NA","** DISPUTED ** Unbound before 1.9.5 allows an out-of-bounds write via a compressed name in rdata_copy. NOTE: The vendor disputes that this is a vulnerability. Although the code may be vulnerable, a running Unbound installation cannot be remotely or locally exploited."
"CVE-2020-28935","unbound","1.9.0","LOCAL","5.50","3.1","CWE-59","","Low","0","0","TO FIX","NA","NLnet Labs Unbound, up to and including version 1.12.0, and NLnet Labs NSD, up to and including version 4.3.3, contain a local vulnerability that would allow for a local symlink attack. When writing the PID file, Unbound and NSD create the file if it is not there, or open an existing file for writing. In case the file was already present, they would follow symlinks if the file happened to be a symlink instead of a regular file. An additional chown of the file would then take place after it was written, making the user Unbound/NSD is supposed to run as the new owner of the file. If an attacker has local access to the user Unbound/NSD runs as, she could create a symlink in place of the PID file pointing to a file that she would like to erase. If then Unbound/NSD is killed and the PID file is not cleared, upon restarting with root privileges, Unbound/NSD will rewrite any file pointed at by the symlink. This is a local vulnerability that could create a Denial of Service of the system Unbound/NSD is running on. It requires an attacker having access to the limited permission user Unbound/NSD runs as and point through the symlink to a critical file on the system."
"CVE-2022-30698","unbound","1.9.0","NETWORK","6.50","3.1","CWE-613","","Low","0","0","TO FIX","NA","NLnet Labs Unbound, up to and including version 1.16.1 is vulnerable to a novel type of the ""ghost domain names"" attack. The vulnerability works by targeting an Unbound instance. Unbound is queried for a subdomain of a rogue domain name. The rogue nameserver returns delegation information for the subdomain that updates Unbound's delegation cache. This action can be repeated before expiry of the delegation information by querying Unbound for a second level subdomain which the rogue nameserver provides new delegation information. Since Unbound is a child-centric resolver, the ever-updating child delegation information can keep a rogue domain name resolvable long after revocation. From version 1.16.2 on, Unbound checks the validity of parent delegation records before using cached delegation information."
"CVE-2022-30699","unbound","1.9.0","NETWORK","6.50","3.1","CWE-613","","Low","0","0","TO FIX","NA","NLnet Labs Unbound, up to and including version 1.16.1, is vulnerable to a novel type of the ""ghost domain names"" attack. The vulnerability works by targeting an Unbound instance. Unbound is queried for a rogue domain name when the cached delegation information is about to expire. The rogue nameserver delays the response so that the cached delegation information is expired. Upon receiving the delayed answer containing the delegation information, Unbound overwrites the now expired entries. This action can be repeated when the delegation information is about to expire making the rogue delegation information ever-updating. From version 1.16.2 on, Unbound stores the start time for a query and uses that to decide if the cached delegation information can be overwritten."
