Scan Source,IP,DNS,NetBIOS,OS Group,OS Group Details,OS,QID,Title,Priority,Severity,Port,Protocol,First Detected,Last Detected,CVE ID,Threat,Impact,Solution,Results,Age,Age Bucket,SLA Status,Public Exploit Available,OS/Non-OS,Patch/Config,New?,Tags
On Prem - Internal,10.97.24.191,vmw10emea-p0352.pimco.imswest.sscims.com,VMW10EMEA-P0352,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,38794,Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server Supports Transport Layer Security (TLSv1.1),Medium,1,3389,tcp,44618,44688,,"The scan target supports version 1.1 of the TLS protocol. That version is in the process of being deprecated and is no longer recommended. Instead the newer versions 1.2 and/or 1.3 should be used. The TLSv1.1 protocol itself does not have any currently exploitable vulnerabilities. However some vendor implementations of TLSv1.1 have weaknesses which may be exploitable. 
This QID is posted as potential, when servers require client certificates and we cannot complete the handshake. 

NOTE: On March 31, 2021 Transport Layer Security (TLS) versions 1.0 (RFC 2246) and 1.1 (RFC 4346) are formally deprecated.
Refer to Deprecating TLS 1.0 and TLS 1.1 (https://tools.ietf.org/html/rfc8996)","Supporting TLSv1.1 by itself does not necessarily have any harmful consequences, but it is no longer considered best practice because of bad past experience with some vendor implementations of TLSv1.1.","Disable the use of TLSv1.1 protocol in favor of a cryptographically stronger protocol such as TLSv1.2.
The following openssl commands can be used to do a manual test:
openssl s_client -connect ip:port -tls1_1

If the test is successful, then the target support TLSv1.1",TLSv1.1 is supported#,72,3. 46-90 Days,Inside SLA,No,Non-OS,Patch,No,K
On Prem - Internal,10.155.48.106,clv235bl-56f3a1.core.pimcocloud.net,,Unix/Linux,Linux_RHEL,Red Hat Enterprise Linux Server 7.9,370371,Oracle Java SE Critical Patch Update - April 2017,Critical,5,,,44254,44688,"CVE-2017-3512, CVE-2017-3514, CVE-2017-3511, CVE-2017-3526, CVE-2017-3509, CVE-2017-3533, CVE-2017-3544, CVE-2017-3539","Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages.
 
JRE and JDK are exposed to multiple vulnerabilities that affect various components. Oracle's Java Critical Patch Update for  April 2017 contains 8 new security fixes across multiple Java SE products and sub-products.
 
Affected Versions: 
Oracle Java JDK and JRE, versions 6u141 and earlier, 7u131 and earlier, 8u121 and earlier.",Exploitation could allow an attacker to take complete control of an affected system.,"The vendor released updates (Java SE JDK and JRE 8 Update 131 or later, Java SE JDK and JRE 7 Update 141, Java SE JDK and JRE 6 Update 151) to resolve these issues. 
 
Refer to vendor advisory Oracle Java SE CPU April 2017 (http://www.oracle.com/technetwork/security-advisory/cpuapr2017-3236618.html#AppendixJAVA) and Oracle Doc ID 2253297.1 (https://support.oracle.com/rs?type=doc&id=2253297.1) to obtain more details.
 
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Doc ID 2253297.1 (https://support.oracle.com/rs?type=doc&id=2253297.1)","Install Location	Version	Detection Type
/usr/lib/jvm/jdk1.7.0_79/bin/java	1.7.0_79-b15	Default
/base/vendor/appdynamics/agent/machine/jre/bin/java	1.8.0_111-b14	Enhanced
/usr/lib/jvm/jdk1.7.0_79/jre/bin/java	1.7.0_79-b15	Enhanced#",436,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,No,L
On Prem - Internal,10.155.195.2,bda65node02-adm.core.pimcocloud.net,,Unix/Linux,Linux_OEL,Oracle Enterprise Linux 6.10,122741,Oracle Java SE Critical Patch Update - October 2014,Critical,5,,,44198,44689,"CVE-2014-6513, CVE-2014-6532, CVE-2014-6503, CVE-2014-6456, CVE-2014-6562, CVE-2014-6485, CVE-2014-6492, CVE-2014-6493, CVE-2014-4288, CVE-2014-6466, CVE-2014-6458, CVE-2014-6468, CVE-2014-6506, CVE-2014-6511, CVE-2014-6476, CVE-2014-6515, CVE-2014-6504, CVE-2014-6519, CVE-2014-6517, CVE-2014-6531, CVE-2014-6512, CVE-2014-6457, CVE-2014-6527, CVE-2014-6502, CVE-2014-6558","Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages.
 JRE and JDK are exposed to multiple vulnerabilities that affect various components. Oracle's Java Critical Patch Update for October 2014 contains 25 new security fixes across multiple Java SE products and sub-products. 
Affected Versions: 
Oracle Java JDK and JRE, versions 5.0u71 and earlier, 6u81 and earlier, 7u67 and earlier, 8u20 and earlier.",Exploitation could allow an attacker to take complete control of an affected system.,"The vendor released updates (Java SE JDK and JRE 8 Update 25, Java SE JDK and JRE 7 Update 71, Java SE JDK and JRE 6 Update 85, Java SE JDK and JRE 5.0 Update 75) to resolve these issues. Refer to vendor advisory Oracle Java SE CPU October 2014 (http://www.oracle.com/technetwork/topics/security/cpuoct2014-1972960.html) and Oracle Doc ID 1931846.1 (https://support.oracle.com/rs?type=doc&id=1931846.1) to obtain more details.
 
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Java SE CPU October 2014: Oracle Java (http://www.oracle.com/technetwork/java/javase/downloads/index.html)","Install Location	Version	Detection Type
/base/vendor/oracle/lx-x86_64/product/11.2.0.4/client_1/jdk/bin/java	1.5.0_51-b10	Enhanced
/base/vendor/oracle/lx-x86_64/product/11.2.0.4/client_1/jdk/jre/bin/java	1.5.0_51-b10	Enhanced#",492,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,No,M
On Prem - Internal,10.98.25.66,vmw10apac-p0502.pimco.imswest.sscims.com,VMW10APAC-P0502,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,376026,Microsoft Visual Studio Code Elevation of Privilege Vulnerability - November 2021,Serious,3,,,44626,44688,CVE-2021-42322,"Visual Studio Code is a lightweight but powerful source code editor which runs on your desktop and is available for Windows, macOS and Linux. 
 Affected Versions: 
Visual studio code prior to version 1.62.1 

 QID Detection Logic(Authenticated): 
This QID checks for the vulnerable versions of Visual Studio Code.",Visual Studio Code is prone to  Elevation of Privilege Vulnerability.,"Customers are advised to refer to CVE-2021-42322 (https://code.visualstudio.com/updates/v1_62) for more information pertaining to this vulnerability. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  CVE-2021-42322 (https://code.visualstudio.com/updates/v1_62)",C:\Program Files\Microsoft VS Code\Code.exe  Version is  1.56.1.0#,64,3. 46-90 Days,Inside SLA,No,Non-OS,Patch,Yes,N
Laptops - External,192.168.1.233,l-w011718312854,L-W011718312854,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 2009,376042,NVIDIA GPU Display Driver Multiple Vulnerabilities (November 2021),Critical,3,,,44551,44687,"CVE-2021-1115, CVE-2021-1116, CVE-2021-1117","NVIDIA has released a software security update for NVIDIA GPU Display Driver. This update addresses issues that may lead to denial of service, escalation of privileges, data tampering, or information disclosure. 

Affected versions:  
GeForce All versions prior to 472.39 
GeForce All versions prior to 496.49 
Studio All drivers versions prior to 472.39 
NVIDIA RTX/Quadro, NVS All driver versions 496.49 
NVIDIA RTX/Quadro, NVS All driver versions prior to 472.39 
NVIDIA RTX/Quadro, NVS All driver versions prior to 463.15 
NVIDIA RTX/Quadro, NVS All driver versions prior to T392.68 
Tesla All driver versions prior to 472.50 
Tesla  All driver versions prior to 463.15 
Tesla All driver versions prior to 453.23 
Tesla All driver versions prior to 427.60 

QID detection logic (authenticated): 
The QID checks for vulnerable versions of nvcpl.dll.","Successful exploitation by a local user can get elevated privileges to modify display configuration data, which may result in denial of service of the display.","Customers are advised to download the fixes from NVIDIA Driver Downloads (http://www.nvidia.com/Download/index.aspx) page.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  5230 (https://nvidia.custhelp.com/app/answers/detail/a_id/5230)",%windir%\System32\nvcpl.dll  Version is  8.17.14.6140#,139,4. 91-180 Days,Outside SLA,No,Non-OS,Patch,No,O
On Prem - Internal,10.155.217.67,clv3v5pl-26b999.core.pimcocloud.net,,Unix/Linux,CatchAll,Red Hat Enterprise Linux Server 7.9,370161,Oracle Java SE Critical Patch Update - October 2016,Critical,5,,,44689,44689,"CVE-2016-5556, CVE-2016-5568, CVE-2016-5582, CVE-2016-5573, CVE-2016-5597, CVE-2016-5554, CVE-2016-5542","Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages.
 
JRE and JDK are exposed to multiple vulnerabilities that affect various components. Oracle's Java Critical Patch Update for April 2016 contains 7 new security fixes across multiple Java SE products and sub-products.
 
Affected Versions: 
Oracle Java JDK and JRE, versions 6u121 and earlier, 7u111 and earlier, 8u102 and earlier.",Exploitation could allow an attacker to take complete control of an affected system.,"The vendor released updates (Java SE JDK and JRE 8 Update 111 or later, Java SE JDK and JRE 7 Update 121, Java SE JDK and JRE 6 Update 131) to resolve these issues. 
 
Refer to vendor advisory Oracle Java SE CPU October 2016 (http://www.oracle.com/technetwork/security-advisory/cpuoct2016-2881722.html) and Oracle Doc ID 2190513.1 (https://support.oracle.com/rs?type=doc&id=2190513.1) to obtain more details.
 
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Java SE CPU October 2016: Oracle Java (http://www.oracle.com/technetwork/security-advisory/cpuoct2016-2881722.html)","Install Location	Version	Detection Type
/usr/lib/jvm/jdk1.7.0_79/bin/java	1.7.0_79-b15	Default
/usr/lib/jvm/jdk1.7.0_79/jre/bin/java	1.7.0_79-b15	Enhanced#",1,1. 0-30 Days,Inside SLA,No,Non-OS,Patch,No,P
On Prem - Internal,144.77.77.35,prodpmal1.pimco.imswest.sscims.com,,Unix/Linux,CatchAll,Red Hat Enterprise Linux Server 6.10,122362,Oracle Java SE Critical Patch Update - July 2014,Critical,5,,,44688,44688,"CVE-2014-4227, CVE-2014-4219, CVE-2014-2490, CVE-2014-4216, CVE-2014-4247, CVE-2014-2483, CVE-2014-4223, CVE-2014-4262, CVE-2014-4209, CVE-2014-4265, CVE-2014-4220, CVE-2014-4218, CVE-2014-4252, CVE-2014-4266, CVE-2014-4268, CVE-2014-4264, CVE-2014-4221, CVE-2014-4244, CVE-2014-4263, CVE-2014-4208","Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages.
 JRE and JDK are exposed to multiple vulnerabilities that affect various components. Oracle's Java Critical Patch Update for July 2014 contains 20 new security fixes across multiple Java SE products and sub-products. 
Affected Versions: 
Oracle Java JDK and JRE, versions 5.0u65 and earlier, 6u75 and earlier, 7u60 and earlier, 8u5 and earlier.",Exploitation could allow an attacker to take complete control of an affected system.,"The vendor released updates (Java SE JDK and JRE 8 Update 11, Java SE JDK and JRE 7 Update 65, Java SE JDK and JRE 6 Update 81, Java SE JDK and JRE 5.0 Update 71) to resolve these issues. Refer to vendor advisory Oracle Java SE CPU July 2014 (http://www.oracle.com/technetwork/topics/security/cpujul2014-1972956.html) and Oracle Doc ID 1900468.1 (https://support.oracle.com/epmos/faces/DocumentDisplay?_afrLoop=315212211638411&id=1900468.1&_afrWindowMode=0&_adf.ctrl-state=12vxl1xs56_4) to obtain more details.
 
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Java SE CPU July 2014 (JAVA) (http://www.oracle.com/technetwork/java/javase/downloads/index.html)","Install Location	Version	Detection Type
/opt/CA/WorkloadAutomationAE/SystemAgent/WA_AGENT_PAL1/jre/bin/java	1.7.0_51-b13	Enhanced#",2,1. 0-30 Days,Inside SLA,No,Non-OS,Patch,No,Q
On Prem - Internal,144.77.102.118,vma001p200.pimco.imswest.sscims.com,VMA001P200,Windows Server,Windows_Server_2012,Windows Server 2012 R2 Standard 64 bit Edition,91889,Microsoft .NET Framework Denial of Service (DoS) Vulnerability for April 2022,Serious,3,,,44667,44688,CVE-2022-26832,"A denial of service vulnerability exist in Microsoft .Net Framework. 
Following KBs are covered in this detection: 
KB5012117 
KB5012118 
KB5012120 
KB5012121 
KB5012123 
KB5012324 
KB5012325 
KB5012326 
KB5012327 
KB5012328 
KB5012329 
KB5012330 
KB5012331 
KB5012332 

This security update is rated Important for supported versions of Microsoft .NET Framework. 
.NET Framework 3.5, 3.5.1, 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 and 4.8 
QID Detection Logic (Authenticated): 
- Checks for vulnerable version of System.web.dll for .Net Framework",Successful exploitation allows attacker to cause denial of service vulnerability.,"Customers are advised to refer to CVE-2022-26832 (https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26832) for more details pertaining to this vulnerability. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  CVE-2022-26832 (https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26832)","KB5012326 or KB5012331 is not installed 
%windir%\Microsoft.NET\Framework64\v2.0.50727\System.web.dll Version is 2.0.50727.8955
%windir%\Microsoft.NET\Framework\v2.0.50727\System.web.dll Version is 2.0.50727.8955
%windir%\Microsoft.NET\Framework64\v4.0.30319\System.web.dll Version is 4.0.30319.36720
%windir%\Microsoft.NET\Framework\v4.0.30319\System.web.dll Version is 4.0.30319.36720#",23,1. 0-30 Days,Inside SLA,No,Non-OS,Patch,Yes,R
Laptops - External,192.168.1.159,uk-w-0471547949,UK-W-0471547949,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 1909,91824,Microsoft Windows Security Update for October 2021,Urgent,4,,,44488,44689,"CVE-2021-41346, CVE-2021-41345, CVE-2021-41361, CVE-2021-36953, CVE-2021-40455, CVE-2021-41347, CVE-2021-36970, CVE-2021-41343, CVE-2021-41342, CVE-2021-41357, CVE-2021-41340, CVE-2021-41339, CVE-2021-41338, CVE-2021-41337, CVE-2021-41335, CVE-2021-41334, CVE-2021-41332, CVE-2021-41331, CVE-2021-41330, CVE-2021-26442, CVE-2021-26441, CVE-2021-40489, CVE-2021-40488, CVE-2021-40478, CVE-2021-40477, CVE-2021-40476, CVE-2021-40475, CVE-2021-40470, CVE-2021-40467, CVE-2021-40466, CVE-2021-40465, CVE-2021-40468, CVE-2021-40463, CVE-2021-40464, CVE-2021-40462, CVE-2021-40460, CVE-2021-40461, CVE-2021-40456, CVE-2021-40449, CVE-2021-40450, CVE-2021-40454, CVE-2021-40443, CVE-2021-38663, CVE-2021-38662","Microsoft releases the security update for Windows October 2021 
The KB Articles associated with the update: 
KB5006670 (https://support.microsoft.com/en-in/help/5006670) 
KB5006675 (https://support.microsoft.com/en-in/help/5006675) 
KB5006674 (https://support.microsoft.com/en-in/help/5006674) 
KB5006669 (https://support.microsoft.com/en-in/help/5006669) 
KB5006699 (https://support.microsoft.com/en-in/help/5006699) 
KB5006743 (https://support.microsoft.com/en-in/help/5006743) 
KB5006728 (https://support.microsoft.com/en-in/help/5006728) 
KB5006714 (https://support.microsoft.com/en-in/help/5006714) 
KB5006729 (https://support.microsoft.com/en-in/help/5006729) 
KB5006739 (https://support.microsoft.com/en-in/help/5006739) 
KB5006732 (https://support.microsoft.com/en-in/help/5006732) 
KB5006736 (https://support.microsoft.com/en-in/help/5006736) 
KB5006715 (https://support.microsoft.com/en-in/help/5006715) 
KB5006667 (https://support.microsoft.com/en-in/help/5006667) 
KB5006672 (https://support.microsoft.com/en-in/help/5006672) 


 This QID checks for the file version of ntoskrnl.exe
 The following versions of ntoskrnl.exe and Win32k.sys with their corresponding KBs are verified: 
KB5006670-10.0.19041.1288 
KB5006675-10.0.10240.19086 
KB5006674-10.0.22000.258 
KB5006669-10.0.14393.4704 
KB5006699-10.0.20348.288 
KB5006743-6.1.7601.25740 
KB5006728-6.1.7601.25740 
KB5006714-6.3.9600.20144 
KB5006729-6.3.9600.20143 
KB5006739-6.2.9200.23489 
KB5006732-6.2.9200.23489 
KB5006736-6.0.6003.21251 
KB5006715-6.0.6003.21251 
KB5006667-10.0.18362.1854 
KB5006672-10.0.17763.2237","Successful exploit could compromise Confidentiality, Integrity and Availability","Please refer to the KB5006670 (https://support.microsoft.com/en-in/help/5006670) 
KB5006675 (https://support.microsoft.com/en-in/help/5006675) 
KB5006674 (https://support.microsoft.com/en-in/help/5006674) 
KB5006669 (https://support.microsoft.com/en-in/help/5006669) 
KB5006699 (https://support.microsoft.com/en-in/help/5006699) 
KB5006743 (https://support.microsoft.com/en-in/help/5006743) 
KB5006728 (https://support.microsoft.com/en-in/help/5006728) 
KB5006714 (https://support.microsoft.com/en-in/help/5006714) 
KB5006729 (https://support.microsoft.com/en-in/help/5006729) 
KB5006739 (https://support.microsoft.com/en-in/help/5006739) 
KB5006732 (https://support.microsoft.com/en-in/help/5006732) 
KB5006736 (https://support.microsoft.com/en-in/help/5006736) 
KB5006715 (https://support.microsoft.com/en-in/help/5006715) 
KB5006667 (https://support.microsoft.com/en-in/help/5006667) 
KB5006672 (https://support.microsoft.com/en-in/help/5006672) 

 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  KB5006670 (https://support.microsoft.com/en-in/help/5006670)  KB5006675 (https://support.microsoft.com/en-in/help/5006675)  KB5006674 (https://support.microsoft.com/en-in/help/5006674)  KB5006669 (https://support.microsoft.com/en-in/help/5006669)  KB5006699 (https://support.microsoft.com/en-in/help/5006699)  KB5006743 (https://support.microsoft.com/en-in/help/5006743)  KB5006728 (https://support.microsoft.com/en-in/help/5006728)  KB5006714 (https://support.microsoft.com/en-in/help/5006714)  KB5006729 (https://support.microsoft.com/en-in/help/5006729)  KB5006739 (https://support.microsoft.com/en-in/help/5006739)  KB5006732 (https://support.microsoft.com/en-in/help/5006732)  KB5006736 (https://support.microsoft.com/en-in/help/5006736)  KB5006715 (https://support.microsoft.com/en-in/help/5006715)  KB5006667 (https://support.microsoft.com/en-in/help/5006667)  KB5006672 (https://support.microsoft.com/en-in/help/5006672)","KB5006667 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.18362.1801#",202,5. 180-365 Days,Outside SLA,Yes,OS,Patch,No,S
On Prem - Internal,10.245.6.16,vme081r07c.pimco.imswest.sscims.com,VME081R07C,Windows Server,Windows_Server_2008,Windows Server 2008 R2 Enterprise 64 bit Edition Service Pack 1,376442,VMware Tools Denial of Service (DoS) Vulnerability (VMSA-2022-0007),Critical,4,,,44626,44688,CVE-2022-22943,"VMware Tools is a suite of utilities that enhances the performance of the virtual machine guest operating system and improves management of the virtual machine running on VMware. 

Affected Versions: 
VMware Tools version from 10.x.x to 11.x.x. 

QID Detection Logic:(Authenticated) 
It checks for vulnerable version of VMware tools.","A malicious actor with local administrative privileges in the Windows guest OS, where VMware Tools is installed, may be able to execute code with system privileges in the Windows guest OS due to an uncontrolled search path element.","To remediate this issue update to VMware Tools version VMware Tools  12.0.0 (https://docs.vmware.com/en/VMware-Tools/12.0/rn/VMware-Tools-1200-Release-Notes.html) 

For more information please visit VMware advisory VMSA-2022-0007 (https://www.vmware.com/security/advisories/VMSA-2022-0007.html)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  VMware Tools for Windows 12.0.0 (https://docs.vmware.com/en/VMware-Tools/12.0/rn/VMware-Tools-1200-Release-Notes.html)",C:\Program Files\VMware\VMware Tools\\vmtoolsd.exe  Version is  11.2.5.26209#,64,3. 46-90 Days,Outside SLA,No,Non-OS,Patch,Yes,T
Laptops - External,192.168.1.118,l-023303375057,L-023303375057,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 1803,91609,Microsoft Windows Security Update for March 2020,Urgent,5,,,44011,44687,"CVE-2020-0645, CVE-2020-0684, CVE-2020-0690, CVE-2020-0762, CVE-2020-0763, CVE-2020-0769, CVE-2020-0770, CVE-2020-0771, CVE-2020-0772, CVE-2020-0773, CVE-2020-0774, CVE-2020-0775, CVE-2020-0776, CVE-2020-0777, CVE-2020-0778, CVE-2020-0779, CVE-2020-0780, CVE-2020-0781, CVE-2020-0783, CVE-2020-0785, CVE-2020-0786, CVE-2020-0787, CVE-2020-0788, CVE-2020-0791, CVE-2020-0793, CVE-2020-0797, CVE-2020-0798, CVE-2020-0799, CVE-2020-0800, CVE-2020-0801, CVE-2020-0802, CVE-2020-0803, CVE-2020-0804, CVE-2020-0806, CVE-2020-0807, CVE-2020-0808, CVE-2020-0809, CVE-2020-0810, CVE-2020-0814, CVE-2020-0819, CVE-2020-0820, CVE-2020-0822, CVE-2020-0832, CVE-2020-0834, CVE-2020-0840, CVE-2020-0841, CVE-2020-0842, CVE-2020-0843, CVE-2020-0844, CVE-2020-0845, CVE-2020-0847, CVE-2020-0849, CVE-2020-0853, CVE-2020-0854, CVE-2020-0857, CVE-2020-0858, CVE-2020-0859, CVE-2020-0860, CVE-2020-0861, CVE-2020-0863, CVE-2020-0864, CVE-2020-0865, CVE-2020-0866, CVE-2020-0867, CVE-2020-0868, CVE-2020-0869, CVE-2020-0871, CVE-2020-0874, CVE-2020-0876, CVE-2020-0877, CVE-2020-0879, CVE-2020-0880, CVE-2020-0881, CVE-2020-0882, CVE-2020-0883, CVE-2020-0885, CVE-2020-0887, CVE-2020-0896, CVE-2020-0897, CVE-2020-0898","Microsoft releases the security update for Windows March 2020 
The KB Articles associated with the update: 
KB4538461 (https://support.microsoft.com/en-us/help/4538461) 
KB4540694 (https://support.microsoft.com/en-us/help/4540694) 
KB4541505 (https://support.microsoft.com/en-us/help/4541505) 
KB4540693 (https://support.microsoft.com/en-us/help/4540693) 
KB4540673 (https://support.microsoft.com/en-us/help/4540673) 
KB4541504 (https://support.microsoft.com/en-us/help/4541504) 
KB4541500 (https://support.microsoft.com/en-us/help/4541500) 
KB4540689 (https://support.microsoft.com/en-us/help/4540689) 
KB4541510 (https://support.microsoft.com/en-us/help/4541510) 
KB4541506 (https://support.microsoft.com/en-us/help/4541506) 
KB4540688 (https://support.microsoft.com/en-us/help/4540688) 
KB4541509 (https://support.microsoft.com/en-us/help/4541509) 
KB4540681 (https://support.microsoft.com/en-us/help/4540681) 
KB4540670 (https://support.microsoft.com/en-us/help/4540670) 
 QID Detection Logic:  This QID checks for the file version of ntoskrnl.exe
 The following versions of ""ntoskrnl.exe"" with their corresponding KBs are verified: 
KB4538461 - 10.0.17763.1098 
KB4540694 - 6.2.9200.23009 
KB4541505 - 6.3.9600.19665 
KB4540693 - 10.0.10240.18519 
KB4540673 - 10.0.18362.719 
KB4541504 - 6.0.6003.20749 
KB4541500 - 6.1.7601.24549 
KB4540689 - 10.0.17134.1365 
KB4541510 - 6.2.9200.23009 
KB4541506 - 6.0.6003.20749 
KB4540688 - 6.1.7601.24549 
KB4541509 - 6.3.9600.19665 
KB4540681 - 10.0.16299.1747 
KB4540670 - 10.0.14393.3564",An attacker who successfully exploited this vulnerability could gain the same user rights as the local user. Users whose accounts are configured to have fewer user rights on the system could be less impacted than users who operate with administrative user rights.,"Please refer to the Security Update Guide (https://portal.msrc.microsoft.com/en-us/security-guidance) for more information pertaining to these vulnerabilities. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Microsoft Security Update Guide: WIndows (https://portal.msrc.microsoft.com/en-us/security-guidance)","KB4540689 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.17134.1246#",679,6. 1-2 Years,Outside SLA,Yes,OS,Patch,Yes,U
